sub_id,face_id,distance,familiar,sex,race,out_degree,in_degree,high,low,notes,,,
B4S-20545,B4S-250d6,distance_3+,1,female,asian,2,1,,,,,,
B4S-20545,B4S-17383,distance_3+,1,female,white,2,2,,,,,,
B4S-20545,B4S-179d7,distance_3+,1,female,asian,2,2,,,,,,
B4S-20545,B4S-12fe3,distance_3+,1,female,hispanic,4,1,,,,,,
B4S-20545,B4S-642b3,distance_3+,1,,,,,,,,,,
B4S-20545,B4S-41f2f,distance_3+,1,female,asian,0,1,,,selected LC,,,
B4S-20545,B4S-2928b,distance_3+,1,female,asian,2,1,,,,,,
B4S-20545,B4S-98db4,distance_3+,1,male,white,0,1,,,,,,
B4S-20545,B4S-950c1,distance_3+,1,,,,,,,,,,
B4S-20545,B4S-0937b,distance_3+,1,female,asian,2,1,,,,,,
B4S-20545,B4S-6d036,distance_3+,1,,,,,,,,,,
B4S-20545,B4S-96e74,distance_3+,1,female,hispanic,2,1,,,,,,
B4S-20545,B4S-28413,distance_3+,1,male,asian,2,3,,,selected HC ,,,
B4S-20545,A2N-9e74012,stranger_H,0,female,ambiguous,2,-,1,0,,"high: 2F ambiguous, asian; 2M asian white ----- low: 5F hispanic (2), asian (2), ambiguous",,
B4S-20545,A2N-02d7020,stranger_H,0,female,asian,2,-,1,0,,,,
B4S-20545,A2N-ce92808,stranger_H,0,female,asian,3,-,1,0,selected HC,,,
B4S-20545,A7S-3850722,stranger_H,0,male,asian,2,-,1,0,selected LC,,,
B4S-20545,B2S-1c237,stranger_H,0,male,asian,4,5,1,0,selected HC,,,
B4S-20545,B2S-19b85,stranger_H,0,male,ambiguous,4,6,1,0,,,,
B4S-20545,A2N-8686958,stranger_L,0,female,hispanic,0,-,0,1,,,,
B4S-20545,A7S-1b12868,stranger_L,0,female,hispanic,1,-,0,1,selected LC,,,
B4S-20545,A2N-c783915,stranger_L,0,female,hispanic,1,-,0,1,,,,
B4S-20545,A2N-4613910,stranger_L,0,female,asian,0,-,0,1,,,,
B4S-20545,A2N-c172869,stranger_L,0,female,asian,0,-,0,1,,,,
B4S-20545,A2N-1dd2972,stranger_L,0,female,ambiguous,0,-,0,1,,,,
B4S-20545,A2N-e594533,stranger_L,0,female,ambiguous,1,-,0,1,,,,
B4S-20545,A7S-25a2868,stranger_L,0,female,ambiguous,1,-,0,1,,,,
B4S-20545,A2N-e9b6942,stranger_L,0,female,ambiguous,1,-,0,1,,,,
B4S-0d005,B4S-5dd42,distance_1,1,male,asian,3,8,1,0,selected,B4S-5dd42,Yes,
B4S-0d005,B4S-755b1,distance_1,1,female,ambiguous,4,4,0,1,selected,B4S-755b1,Yes,
B4S-0d005,B4S-5c156,distance_1,1,female,ambiguous,3,11,1,0,,B4S-5c156,Yes,
B4S-0d005,B4S-950c1,distance_2,1,white,female,1,1,0,0,,B4S-950c1,No,
B4S-0d005,B4S-268f7,distance_2,1,female,asian,7,4,1,0,,B4S-268f7,Yes,
B4S-0d005,B4S-20545,distance_2,1,female,hispanic,8,3,1,0,,B4S-20545,Yes,
B4S-0d005,B4S-628d9,distance_2,1,female,hispanic,2,1,0,1,selected,B4S-628d9,Yes,
B4S-0d005,B4S-26f7a,distance_2,1,female,hispanic,5,3,0,1,,B4S-26f7a,Yes,
B4S-0d005,B4S-20e50,distance_2,1,female,asian,6,5,1,0,selected,B4S-20e50,Yes,
B4S-0d005,B4S-12fe3,distance_3+,1,female,hispanic,4,1,,,"high: 4F ambiguous, asian (2), hispanic; 1M asian ---- low: 4F ambiguous, white, hispanic (2)",B4S-12fe3,No,
B4S-0d005,B4S-642b3,distance_3+,1,NA,NA,0,0,,,,B4S-642b3,No,
B4S-0d005,B4S-1389c,distance_3+,1,female,asian,0,1,,,,B4S-1389c,Yes,
B4S-0d005,B4S-96e74,distance_3+,1,female,hispanic,2,1,,,,B4S-96e74,No,
B4S-0d005,B4S-28413,distance_3+,1,male,asian,2,3,,,selected,B4S-28413,Yes,
B4S-0d005,B4S-250d6,distance_3+,1,female,asian,2,1,,,,B4S-250d6,No,
B4S-0d005,B4S-17383,distance_3+,1,female,white,2,2,,,,B4S-17383,No,
B4S-0d005,B4S-179d7,distance_3+,1,female,asian,2,2,,,,B4S-179d7,No,
B4S-0d005,B4S-41f2f,distance_3+,1,female,asian,0,0,,,selected,B4S-41f2f,Yes,
B4S-0d005,B4S-2928b,distance_3+,1,female,asian,2,1,,,,B4S-2928b,No,
B4S-0d005,B4S-98db4,distance_3+,1,male,white,0,1,,,,B4S-98db4,No,
B4S-0d005,B4S-0937b,distance_3+,1,female,asian,2,1,,,,B4S-0937b,No,
B4S-0d005,B4S-6d036,distance_3+,1,NA,NA,0,0,,,,B4S-6d036,No,
B4S-0d005,A2N-02d7020,stranger_H,0,female,asian,2,-,1,0,,A2N-02d7020,No,
B4S-0d005,A2N-ce92808,stranger_H,0,female,asian,3,-,1,0,selected,A2N-ce92808,No,
B4S-0d005,A2N-9e74012,stranger_H,0,female,ambiguous,2,-,1,0,,A2N-9e74012,No,
B4S-0d005,A2N-3c90871,stranger_H,0,female,hispanic,2,-,1,0,,A2N-3c90871,No,
B4S-0d005,A2N-f330811,stranger_H,0,female,hispanic,3,-,1,0,,A2N-f330811,No,
B4S-0d005,A2N-a4a3154,stranger_H,0,female,hispanic,3,-,1,0,,A2N-a4a3154,No,
B4S-0d005,A2N-2273207,stranger_H,0,female,hispanic,5,-,1,0,selected,A2N-2273207,No,
B4S-0d005,A7S-3850722,stranger_H,0,male,asian,2,-,1,0,selected (as LC),A7S-3850722,No,
B4S-0d005,B2S-1c237,stranger_H,0,male,asian,4,5,1,0,,B2S-1c237,No,
B4S-0d005,A7S-3062810,stranger_L,0,female,white,0,-,0,1,,A7S-3062810,No,
B4S-0d005,A2N-68d0885,stranger_L,0,female,white,1,-,0,1,,A2N-68d0885,No,
B4S-0d005,A2N-c083245,stranger_L,0,female,white,1,-,0,1,,A2N-c083245,No,
B4S-0d005,A2N-1dd2972,stranger_L,0,female,ambiguous,0,-,0,1,,A2N-1dd2972,No,
B4S-0d005,A2N-e594533,stranger_L,0,female,ambiguous,1,-,0,1,,A2N-e594533,Yes,
B4S-0d005,A7S-25a2868,stranger_L,0,female,ambiguous,1,-,0,1,selected,A7S-25a2868,No,
B4S-0d005,A2N-e9b6942,stranger_L,0,female,ambiguous,1,-,0,1,,A2N-e9b6942,No,
B4S-0d005,A2N-8686958,stranger_L,0,female,hispanic,0,-,0,1,,A2N-8686958,No,
B4S-0d005,A7S-1b12868,stranger_L,0,female,hispanic,1,-,0,1,,A7S-1b12868,No,
B4S-0d005,A2N-c783915,stranger_L,0,female,hispanic,1,-,0,1,,A2N-c783915,No,
B2S-1c237,B2S-098e2,distance_1,1,male,ambiguous,3,2,,0,selected,B2S-098e2,Yes,
B2S-1c237,B2S-19b85,distance_1,1,male,ambiguous,4,6,1,,selected,B2S-19b85,Yes,
B2S-1c237,B2S-723cc,distance_1,1,male,ambiguous,4,1,1,,selected,B2S-723cc,Yes,
B2S-1c237,B2S-305a2,distance_2,1,male,asian,2,2,,,,B2S-305a2,Yes,
B2S-1c237,B2S-028f7,distance_3+,1,male,ambiguous,2,2,0,1,selected,B2S-028f7,Yes,
B2S-1c237,B2S-f366d,distance_3+,1,female,ambiguous,0,5,1,0,photos need to be re-taken ,B2S-f366d,No,
B2S-1c237,B2S-1dbe5,distance_3+,1,female,white,8,3,1,0,photos need to be re-taken ,B2S-1dbe5,No,
B2S-1c237,B2S-16fa0,distance_3+,1,female,white,9,2,1,0,photos need to be re-taken ,B2S-16fa0,No,
B2S-1c237,B2S-157b3,distance_3+,1,female,white,2,2,0,1,,B2S-157b3,No,
B2S-1c237,B2S-4962c,distance_3+,1,female,white,7,5,1,0,selected,B2S-4962c,Yes,
B2S-1c237,B2S-1ee24,distance_3+,1,female,white,8,2,1,0,,B2S-1ee24,No,
B2S-1c237,B2S-209f4,distance_3+,1,female,hispanic,1,2,0,1,,B2S-209f4,No,
B2S-1c237,B2S-102e0,distance_3+,1,female,asian,5,4,1,0,,B2S-102e0,Yes,
B2S-1c237,B2S-183b5,distance_3+,1,female,white,1,0,0,1,,B2S-183b5,No,
B2S-1c237,B2S-375d4,distance_3+,1,female,white,5,4,1,0,,B2S-375d4,No,
B2S-1c237,B2S-5cef3,distance_3+,1,female,hispanic,2,1,0,1,,B2S-5cef3,No,
B2S-1c237,B2S-1bbd4,distance_3+,1,NA,NA,0,0,0,1,,B2S-1bbd4,No,
B2S-1c237,B2S-1edc2,distance_3+,1,female,hispanic,1,1,0,1,,B2S-1edc2,No,
B2S-1c237,B2S-9ac86,distance_3+,1,male,asian,1,3,0,1,,B2S-9ac86,Yes,
B2S-1c237,B2S-3dba2,distance_3+,1,male,asian,5,4,1,0,selected,B2S-3dba2,Yes,
B2S-1c237,B2S-13243,distance_3+,1,male,asian,2,0,0,1,,B2S-13243,Yes,
B2S-1c237,B2S-9b381,distance_3+,1,female,asian,3,1,0,1,,B2S-9b381,Yes,
B2S-1c237,B2S-1fcc7,distance_3+,1,female,asian,3,0,0,1,,B2S-1fcc7,Yes,
B2S-1c237,A2N-9e74012,stranger_H,0,female,ambiguous,2,-,,,"high: male/female ambiguous, female white, male asian;
low: male ambiguous, female white, female hispanic, male asian, female asian, ambiguous black",A2N-9e74012,No,
B2S-1c237,A7S-3850722,stranger_H,0,male,asian,2,-,,,,A7S-3850722,No,
B2S-1c237,A7S-add1418,stranger_H,0,female,white,3,-,,,,A7S-add1418,No,
B2S-1c237,B4S-755b1,stranger_H,0,female,ambiguous,4,4,,,,B4S-755b1,No,
B2S-1c237,B4S-5dd42,stranger_H,0,male,asian,3,8,,,,B4S-5dd42,No,
B2S-1c237,B4S-0d005,stranger_H,0,male,white,5,2,,,,B4S-0d005,No,
B2S-1c237,A7S-3062810,stranger_L,0,female,white,0,-,,,,A7S-3062810,No,
B2S-1c237,A2N-68d0885,stranger_L,0,female,white,1,-,,,,A2N-68d0885,No,
B2S-1c237,A2N-c083245,stranger_L,0,female,white,1,-,,,,A2N-c083245,No,
B2S-1c237,B4S-28413,stranger_L,0,male,asian,2,3,,,,B4S-28413,No,
B2S-1c237,B4S-98db4,stranger_L,0,male,white,0,1,,,,B4S-98db4,No,
B2S-1c237,A2N-8686958,stranger_L,0,female,hispanic,0,-,,,,A2N-8686958,No,
B2S-1c237,A7S-1b12868,stranger_L,0,female,hispanic,1,-,,,,A7S-1b12868,No,
B2S-1c237,A2N-c783915,stranger_L,0,female,hispanic,1,-,,,,A2N-c783915,No,
B2S-1c237,A2N-c172869,stranger_L,0,female,asian,0,-,,,,A2N-c172869,No,
B2S-1c237,A2N-4613910,stranger_L,0,female,asian,0,-,,,,A2N-4613910,No,
B2S-1c237,A2N-e9b6942,stranger_L,0,female,ambiguous,1,-,,,,A2N-e9b6942,No,
B2S-1c237,A2N-1dd2972,stranger_L,0,female ,ambiguous,0,-,,,,A2N-1dd2972,No,
B2S-3dba2,B2S-4962c,distance_1,1,female,white,7,5,1,0,selected,B2S-4962c,Yes,
B2S-3dba2,B2S-375d4,distance_1,1,female,white,5,4,0,1,selected,B2S-375d4,Yes,
B2S-3dba2,B2S-102e0,distance_1,1,female,asian,5,4,0,1,selected,B2S-102e0,Yes,
B2S-3dba2,B2S-16fa0,distance_2,1,female,white,9,2,,,photos need to be re-taken ,B2S-16fa0,Yes,
B2S-3dba2,B2S-f366d,distance_2,1,female,ambiguous,0,5,,,photos need to be re-taken ,B2S-f366d,Yes,
B2S-3dba2,B2S-028f7,distance_3+,1,male,ambiguous,2,2,0,1,,B2S-028f7,Yes,
B2S-3dba2,B2S-19b85,distance_3+,1,male,ambiguous,4,6,1,0,selected,B2S-19b85,Yes,
B2S-3dba2,B2S-723cc,distance_3+,1,male,ambiguous,4,1,1,0,,B2S-723cc,Yes,
B2S-3dba2,B2S-1dbe5,distance_3+,1,female,white,8,3,1,0,photos need to be re-taken ,B2S-1dbe5,No,
B2S-3dba2,B2S-157b3,distance_3+,1,female,white,2,2,0,1,,B2S-157b3,No,
B2S-3dba2,B2S-1ee24,distance_3+,1,female,white,8,2,1,0,,B2S-1ee24,No,
B2S-3dba2,B2S-209f4,distance_3+,1,female,hispanic,1,2,0,1,,B2S-209f4,No,
B2S-3dba2,B2S-305a2,distance_3+,1,male,asian,2,2,0,1,,B2S-305a2,Yes,
B2S-3dba2,B2S-183b5,distance_3+,1,female,white,1,0,0,1,,B2S-183b5,No,
B2S-3dba2,B2S-098e2,distance_3+,1,male,ambiguous,3,2,0,1,,B2S-098e2,Yes,
B2S-3dba2,B2S-5cef3,distance_3+,1,female,hispanic,2,1,0,1,,B2S-5cef3,No,
B2S-3dba2,B2S-1bbd4,distance_3+,1,NA,NA,0,0,0,1,,B2S-1bbd4,Yes,
B2S-3dba2,B2S-1edc2,distance_3+,1,female,hispanic,1,1,0,1,,B2S-1edc2,No,
B2S-3dba2,B2S-9ac86,distance_3+,1,male,asian,1,3,0,1,,B2S-9ac86,Yes,
B2S-3dba2,B2S-1c237,distance_3+,1,male,asian,4,5,1,0,selected,B2S-1c237,Yes,
B2S-3dba2,B2S-13243,distance_3+,1,male,asian,2,0,0,1,selected,B2S-13243,Yes,
B2S-3dba2,B2S-9b381,distance_3+,1,female,asian,3,1,0,1,,B2S-9b381,No,
B2S-3dba2,B2S-1fcc7,distance_3+,1,male,asian,3,0,0,1,,B2S-1fcc7,Yes,
B2S-3dba2,A2N-9e74012,stranger_H,0,female,ambiguous,2,-,,,"high: female white, female/male ambiguous, male asian;
low: female white, female asian, male ambiguous, female hispanic, male asian, ambiguous black",A2N-9e74012,No,
B2S-3dba2,A7S-3850722,stranger_H,0,male,asian,2,-,,,,A7S-3850722,No,
B2S-3dba2,A7S-add1418,stranger_H,0,female,white,3,-,,,selected,A7S-add1418,No,
B2S-3dba2,B4S-755b1,stranger_H,0,female,ambiguous,4,4,,,,B4S-755b1,No,
B2S-3dba2,B4S-5dd42,stranger_H,0,male,asian,3,8,,,selected,B4S-5dd42,No,
B2S-3dba2,B4S-0d005,stranger_H,0,male,white,5,2,,,,B4S-0d005,No,
B2S-3dba2,A7S-3062810,stranger_L,0,female,white,0,-,,,,A7S-3062810,No,
B2S-3dba2,A2N-68d0885,stranger_L,0,female,white,1,-,,,,A2N-68d0885,No,
B2S-3dba2,A2N-c083245,stranger_L,0,female,white,1,-,,,,A2N-c083245,No,
B2S-3dba2,B4S-28413,stranger_L,0,male,asian,2,3,,,,B4S-28413,No,
B2S-3dba2,B4S-98db4,stranger_L,0,male,white,0,1,,,selected,B4S-98db4,No,
B2S-3dba2,A2N-8686958,stranger_L,0,female,hispanic,0,-,,,,A2N-8686958,No,
B2S-3dba2,A7S-1b12868,stranger_L,0,female,hispanic,1,-,,,,A7S-1b12868,No,
B2S-3dba2,A2N-c783915,stranger_L,0,female,hispanic,1,-,,,,A2N-c783915,No,
B2S-3dba2,A2N-c172869,stranger_L,0,female,asian,0,-,,,,A2N-c172869,No,
B2S-3dba2,A2N-4613910,stranger_L,0,female,asian,0,-,,,selected,A2N-4613910,No,
B2S-3dba2,A2N-e9b6942,stranger_L,0,female,ambiguous,1,-,,,,A2N-e9b6942,No,
B2S-3dba2,A2N-1dd2972,stranger_L,0,female ,ambiguous,0,-,,,,A2N-1dd2972,No,
B2S-4007c,B2S-4962c,distance_1,1,female,white,7,5,1,0,selected,B2S-4962c,Yes,
B2S-4007c,B2S-375d4,distance_1,1,female,white,5,4,0,1,,B2S-375d4,Yes,
B2S-4007c,B2S-3dba2,distance_1,1,male,asian,5,4,0,1,selected,B2S-3dba2,Yes,
B2S-4007c,B2S-102e0,distance_1,1,female,asian,5,4,0,1,selected,B2S-102e0,Yes,
B2S-4007c,B2S-16fa0,distance_2,1,female,white,9,2,,,photo needs to be retaken,B2S-16fa0,Yes,
B2S-4007c,B2S-f366d,distance_2,1,female,ambiguous,0,5,,,did not complete survey ,B2S-f366d,Yes,
B2S-4007c,B2S-028f7,distance_3+,1,male,ambiguous,2,2,0,1,,B2S-028f7,Yes,
B2S-4007c,B2S-19b85,distance_3+,1,male,ambiguous,4,6,1,0,selected,B2S-19b85,Yes,
B2S-4007c,B2S-723cc,distance_3+,1,male,ambiguous,4,1,1,0,,B2S-723cc,Yes,
B2S-4007c,B2S-1dbe5,distance_3+,1,female,white,8,3,1,0,photo needs to be retaken,B2S-1dbe5,No,
B2S-4007c,B2S-157b3,distance_3+,1,female,white,2,2,0,1,,B2S-157b3,No,
B2S-4007c,B2S-1ee24,distance_3+,1,female,white,8,2,1,0,,B2S-1ee24,No,
B2S-4007c,B2S-209f4,distance_3+,1,female,hispanic,1,2,0,1,,B2S-209f4,No,
B2S-4007c,B2S-305a2,distance_3+,1,male,asian,2,2,0,1,,B2S-305a2,Yes,
B2S-4007c,B2S-183b5,distance_3+,1,female,white,1,0,0,1,,B2S-183b5,No,
B2S-4007c,B2S-098e2,distance_3+,1,male,ambiguous,3,2,0,1,,B2S-098e2,Yes,
B2S-4007c,B2S-5cef3,distance_3+,1,female,hispanic,2,1,0,1,,B2S-5cef3,No,
B2S-4007c,B2S-1bbd4,distance_3+,1,NA,NA,0,0,0,1,,B2S-1bbd4,Yes,
B2S-4007c,B2S-1edc2,distance_3+,1,female,hispanic,1,1,0,1,,B2S-1edc2,Yes,
B2S-4007c,B2S-9ac86,distance_3+,1,male,asian,1,3,0,1,,B2S-9ac86,Yes,
B2S-4007c,B2S-1c237,distance_3+,1,male,asian,4,5,1,0,selected,B2S-1c237,Yes,
B2S-4007c,B2S-13243,distance_3+,1,male,asian,2,0,0,1,,B2S-13243,Yes,
B2S-4007c,B2S-9b381,distance_3+,1,female,asian,3,1,0,1,selected,B2S-9b381,Yes,
B2S-4007c,B2S-1fcc7,distance_3+,1,female,asian,3,0,0,1,,B2S-1fcc7,Yes,
B2S-4007c,A7S-add1418,stranger_H,0,female,white,3,-,,,selected,A7S-add1418,No,
B2S-4007c,A7S-3850722,stranger_H,0,male,asian,2,-,,,,A7S-3850722,No,
B2S-4007c,B4S-5dd42,stranger_H,0,male,asian,3,8,,,selected,B4S-5dd42,No,
B2S-4007c,A7S-3062810,stranger_L,0,female,white,0,-,,,,A7S-3062810,Yes,
B2S-4007c,A2N-68d0885,stranger_L,0,female,white,1,-,,,,A2N-68d0885,No,
B2S-4007c,A2N-c083245,stranger_L,0,female,white,1,-,,,selected,A2N-c083245,No,
B2S-4007c,A2N-4613910,stranger_L,0,female,asian,0,-,,,,A2N-4613910,Yes,
B2S-4007c,A2N-c172869,stranger_L,0,female,asian,0,-,,,,A2N-c172869,Yes,
B2S-4007c,A2N-8686958,stranger_L,0,female,hispanic,0,-,,,,A2N-8686958,Yes,
B2S-4007c,A7S-1b12868,stranger_L,0,female,hispanic,1,-,,,selected,A7S-1b12868,No,
B2S-4007c,A2N-c783915,stranger_L,0,female,hispanic,1,-,,,,A2N-c783915,No,
B2S-4007c,B4S-28413,stranger_L,0,male,asian,2,3,,,,B4S-28413,No,
B2S-4007c,B4S-98db4,stranger_L,0,male ,white,0,1,,,selected,B4S-98db4,No,
B2S-4007c,B4S-0d005,stranger_L,0,male,white,5,2,,,,B4S-0d005,No,
B2S-19b85,B2S-1c237,distance_1,1,male,asian,4,5,1,0,selected,B2S-1c237,Yes,
B2S-19b85,B2S-098e2,distance_1,1,male,ambiguous,3,2,0,1,selected,B2S-098e2,Yes,
B2S-19b85,B2S-723cc,distance_1,1,male,ambiguous,4,1,1,0,selected,B2S-723cc,Yes,
B2S-19b85,B2S-305a2,distance_2,1,male,asian,2,2,,,,B2S-305a2,Yes,
B2S-19b85,B2S-028f7,distance_3+,1,male,ambiguous,2,2,0,1,selected,B2S-028f7,Yes,
B2S-19b85,B2S-f366d,distance_3+,1,female,ambiguous,0,5,1,0,photo needs to be retaken,B2S-f366d,Yes,
B2S-19b85,B2S-1dbe5,distance_3+,1,female,white,8,3,1,0,photo needs to be retaken,B2S-1dbe5,Yes,
B2S-19b85,B2S-16fa0,distance_3+,1,female,white,9,2,1,0,photo needs to be retaken,B2S-16fa0,Yes,
B2S-19b85,B2S-157b3,distance_3+,1,female,white,2,2,0,1,,B2S-157b3,No,
B2S-19b85,B2S-4962c,distance_3+,1,female,white,7,5,1,0,selected,B2S-4962c,Yes,
B2S-19b85,B2S-1ee24,distance_3+,1,female,white,8,2,1,0,,B2S-1ee24,Yes,
B2S-19b85,B2S-209f4,distance_3+,1,female,hispanic,1,2,0,1,,B2S-209f4,No,
B2S-19b85,B2S-102e0,distance_3+,1,female,asian,5,4,1,0,,B2S-102e0,Yes,
B2S-19b85,B2S-183b5,distance_3+,1,female,white,1,0,0,1,,B2S-183b5,No,
B2S-19b85,B2S-375d4,distance_3+,1,female,white,5,4,1,0,,B2S-375d4,Yes,
B2S-19b85,B2S-5cef3,distance_3+,1,female,hispanic,2,1,0,1,,B2S-5cef3,No,
B2S-19b85,B2S-1bbd4,distance_3+,1,NA,NA,0,0,0,1,,B2S-1bbd4,Yes,
B2S-19b85,B2S-1edc2,distance_3+,1,female,hispanic,1,1,0,1,,B2S-1edc2,Yes,
B2S-19b85,B2S-9ac86,distance_3+,1,male,asian,1,3,0,1,,B2S-9ac86,Yes,
B2S-19b85,B2S-3dba2,distance_3+,1,male,asian,5,4,1,0,selected,B2S-3dba2,Yes,
B2S-19b85,B2S-13243,distance_3+,1,male,asian,2,0,0,1,,B2S-13243,Yes,
B2S-19b85,B2S-9b381,distance_3+,1,female,asian,3,1,0,1,,B2S-9b381,Yes,
B2S-19b85,B2S-1fcc7,distance_3+,1,female,asian,3,0,0,1,,B2S-1fcc7,Yes,
B2S-19b85,A7S-add1418,stranger_H,0,female,white,3,-,,,"high: male asian, male ambiguous, female ambiguous, female white, female asian
low: male ambiguous, female white, female hispanic, male asian, female asian",A7S-add1418,No,
B2S-19b85,A7S-3850722,stranger_H,0,male,asian,2,-,,,selected,A7S-3850722,No,
B2S-19b85,A2N-02d7020,stranger_H,0,female ,asian,2,-,,,,A2N-02d7020,No,
B2S-19b85,A2N-ce92808,stranger_H,0,female,asian,3,-,,,,A2N-ce92808,No,
B2S-19b85,B4S-20e50,stranger_H,0,female,asian,6,5,,,,B4S-20e50,Yes,
B2S-19b85,B4S-268f7,stranger_H,0,female,asian,7,4,,,,B4S-268f7,No,
B2S-19b85,B4S-755b1,stranger_H,0,female,ambiguous,4,4,,,,B4S-755b1,No,
B2S-19b85,A7S-3062810,stranger_L,0,female,white,0,-,,,,A7S-3062810,No,
B2S-19b85,A2N-68d0885,stranger_L,0,female,white,1,-,,,,A2N-68d0885,No,
B2S-19b85,A2N-c083245,stranger_L,0,female,white,1,-,,,selected,A2N-c083245,No,
B2S-19b85,A2N-8686958,stranger_L,0,female,hispanic,0,-,,,,A2N-8686958,No,
B2S-19b85,A7S-1b12868,stranger_L,0,female,hispanic,1,-,,,,A7S-1b12868,No,
B2S-19b85,A2N-c783915,stranger_L,0,female,hispanic,1,-,,,,A2N-c783915,No,
B2S-19b85,A2N-4613910,stranger_L,0,female,asian,0,-,,,,A2N-4613910,No,
B2S-19b85,A2N-c172869,stranger_L,0,female,asian,0,-,,,,A2N-c172869,No,
B2S-19b85,B4S-28413,stranger_L,0,male ,asian,2,3,,,,B4S-28413,Yes,
B2S-19b85,B4S-98db4,stranger_L,0,male ,white,0,1,,,selected,B4S-98db4,No,
B2S-19b85,B4S-0d005,stranger_L,0,male,white,5,2,,,selected,B4S-0d005,No,
B2S-723cc,B2S-305a2,distance_1,1,male,asian,2,2,0,1,selected,B2S-305a2,Yes,
B2S-723cc,B2S-1c237,distance_1,1,male,asian,4,5,1,0,selected,B2S-1c237,Yes,
B2S-723cc,B2S-098e2,distance_1,1,male,ambiguous,3,2,0,1,,B2S-098e2,Yes,
B2S-723cc,B2S-19b85,distance_1,1,male,ambiguous,4,6,1,0,selected,B2S-19b85,Yes,
B2S-723cc,B2S-028f7,distance_3+,1,male,ambiguous,2,2,0,1,selected,B2S-028f7,Yes,
B2S-723cc,B2S-f366d,distance_3+,1,female,ambiguous,0,5,1,0,photo needs to be retaken,B2S-f366d,No,
B2S-723cc,B2S-1dbe5,distance_3+,1,female,white,8,3,1,0,photo needs to be retaken,B2S-1dbe5,No,
B2S-723cc,B2S-16fa0,distance_3+,1,female,white,9,2,1,0,photo needs to be retaken,B2S-16fa0,No,
B2S-723cc,B2S-157b3,distance_3+,1,female,white,2,2,0,1,,B2S-157b3,No,
B2S-723cc,B2S-4962c,distance_3+,1,female,white,7,5,1,0,,B2S-4962c,Yes,
B2S-723cc,B2S-1ee24,distance_3+,1,female,white,8,2,1,0,,B2S-1ee24,No,
B2S-723cc,B2S-209f4,distance_3+,1,female,hispanic,1,2,0,1,,B2S-209f4,No,
B2S-723cc,B2S-102e0,distance_3+,1,female,asian,5,4,1,0,,B2S-102e0,Yes,
B2S-723cc,B2S-183b5,distance_3+,1,female,white,1,0,0,1,,B2S-183b5,No,
B2S-723cc,B2S-375d4,distance_3+,1,female,white,5,4,1,0,,B2S-375d4,No,
B2S-723cc,B2S-5cef3,distance_3+,1,female,hispanic,2,1,0,1,,B2S-5cef3,No,
B2S-723cc,B2S-1bbd4,distance_3+,1,NA,NA,0,0,0,1,,B2S-1bbd4,Yes,
B2S-723cc,B2S-1edc2,distance_3+,1,female,hispanic,1,1,0,1,,B2S-1edc2,No,
B2S-723cc,B2S-9ac86,distance_3+,1,male,asian,1,3,0,1,,B2S-9ac86,Yes,
B2S-723cc,B2S-3dba2,distance_3+,1,male,asian,5,4,1,0,selected,B2S-3dba2,Yes,
B2S-723cc,B2S-13243,distance_3+,1,male,asian,2,0,0,1,,B2S-13243,No,
B2S-723cc,B2S-9b381,distance_3+,1,female,asian,3,1,0,1,,B2S-9b381,Yes,
B2S-723cc,B2S-1fcc7,distance_3+,1,female,asian,3,0,0,1,,B2S-1fcc7,No,
B2S-723cc,A7S-add1418,stranger_H,0,female,white,3,-,,,"high: male asian, male ambiguous, female ambiguous, female white, female asian
low: male ambiguous, female white, female hispanic, male asian, female asian",A7S-add1418,No,
B2S-723cc,A7S-3850722,stranger_H,0,male,asian,2,-,,,,A7S-3850722,Yes,
B2S-723cc,A2N-02d7020,stranger_H,0,female ,asian,2,-,,selected,,A2N-02d7020,No,
B2S-723cc,A2N-ce92808,stranger_H,0,female,asian,3,-,,,,A2N-ce92808,Yes,
B2S-723cc,B4S-20e50,stranger_H,0,female,asian,6,5,,,,B4S-20e50,Yes,
B2S-723cc,B4S-268f7,stranger_H,0,female,asian,7,4,,,,B4S-268f7,Yes,
B2S-723cc,B4S-755b1,stranger_H,0,female,ambiguous,4,4,,,,B4S-755b1,No,
B2S-723cc,A7S-3062810,stranger_L,0,female,white,0,-,,,,A7S-3062810,No,
B2S-723cc,A2N-68d0885,stranger_L,0,female,white,1,-,,,,A2N-68d0885,No,
B2S-723cc,A2N-c083245,stranger_L,0,female,white,1,-,,,,A2N-c083245,No,
B2S-723cc,A2N-8686958,stranger_L,0,female,hispanic,0,-,,,,A2N-8686958,No,
B2S-723cc,A7S-1b12868,stranger_L,0,female,hispanic,1,-,,,,A7S-1b12868,No,
B2S-723cc,A2N-c783915,stranger_L,0,female,hispanic,1,-,,,,A2N-c783915,No,
B2S-723cc,A2N-4613910,stranger_L,0,female,asian,0,-,,,,A2N-4613910,No,
B2S-723cc,A2N-c172869,stranger_L,0,female,asian,0,-,,,,A2N-c172869,No,
B2S-723cc,B4S-28413,stranger_L,0,male ,asian,2,3,,selected,,B4S-28413,No,
B2S-723cc,B4S-98db4,stranger_L,0,male ,white,0,1,,selected,,B4S-98db4,No,
B2S-723cc,B4S-0d005,stranger_L,0,male,white,5,2,,selected,,B4S-0d005,No,
